Fecha,Divisa,Precio de emisión,Valor liquidativo,Valor liquidativo anterior,Variación,Variación %,Acciones en circulación,Patrimonio de la clase de acción,Patrimonio del fondo,Entradas netas en el día
04/03/2024,EUR,"175,8900","175,8900","175,2800","0,6100","0,35","1.449.396,31","254.941.423,10","1.710.876.246,59","1.072,91"
01/03/2024,EUR,"175,2800","175,2800","174,0800","1,2000","0,69","1.449.390,18","254.042.902,84","1.700.390.556,93","-86.260,53"
29/02/2024,EUR,"174,0800","174,0800","174,7500","-0,6700","-0,38","1.449.885,71","252.393.459,24","1.685.393.978,26","-540.589,97"
28/02/2024,EUR,"174,7500","174,7500","174,6800","0,0700","0,04","1.452.979,21","253.913.136,72","1.690.709.538,04","-136.236,44"
27/02/2024,EUR,"174,6800","174,6800","175,1500","-0,4700","-0,27","1.453.759,13","253.938.915,41","1.680.851.265,03","45.563,20"
26/02/2024,EUR,"175,1500","175,1500","174,9500","0,2000","0,11","1.453.498,99","254.585.962,33","1.656.191.016,49","246.241,54"
23/02/2024,EUR,"174,9500","174,9500","173,5200","1,4300","0,82",,,,
22/02/2024,EUR,"173,5200","173,5200","172,5700","0,9500","0,55","1.453.643,45","252.242.878,21","1.637.058.069,50","-3.008,39"
21/02/2024,EUR,"172,5700","172,5700","173,2200","-0,6500","-0,38","1.453.660,89","250.852.989,26","1.627.098.007,94","-43.596,15"
20/02/2024,EUR,"173,2200","173,2200","173,7500","-0,5300","-0,31","1.453.912,57","251.849.332,16","1.631.510.426,69","-70.945,18"
16/02/2024,EUR,"173,7500","173,7500","173,1400","0,6100","0,35","1.454.320,88","252.694.326,13","1.633.928.384,15","17.637,30"
15/02/2024,EUR,"173,1400","173,1400","172,0400","1,1000","0,64","1.454.219,02","251.786.292,68","1.624.892.947,38","-286.137,86"
14/02/2024,EUR,"172,0400","172,0400","173,3300","-1,2900","-0,74","1.455.882,22","250.476.999,34","1.614.993.392,96","-89.174,04"
13/02/2024,EUR,"173,3300","173,3300","172,7400","0,5900","0,34","1.456.396,70","252.438.780,07","1.626.144.564,96","23.956,93"
12/02/2024,EUR,"172,7400","172,7400","172,1100","0,6300","0,37","1.457.252,90","250.808.575,60","1.611.930.051,97","0,00"
09/02/2024,EUR,"172,1100","172,1100","172,4300","-0,3200","-0,19","1.457.252,90","250.808.575,60","1.611.879.937,62","95.447,05"
08/02/2024,EUR,"172,4300","172,4300","172,0500","0,3800","0,22","1.456.699,36","251.175.050,45","1.614.330.516,81","-235.460,05"
07/02/2024,EUR,"172,0500","172,0500","171,6900","0,3600","0,21","1.458.067,92","250.859.144,82","1.610.071.196,55","-94.258,77"
06/02/2024,EUR,"171,6900","171,6900","172,0400","-0,3500","-0,20","1.458.616,92","250.427.421,54","1.605.678.262,14","-799.645,66"
05/02/2024,EUR,"172,0400","172,0400","171,3000","0,7400","0,43","1.463.264,94","251.737.555,11","1.608.959.975,79","-561.369,51"
02/02/2024,EUR,"171,3000","171,3000","170,2000","1,1000","0,65","1.466.542,06","251.213.442,86","1.599.593.058,98","-18.446,28"
01/02/2024,EUR,"170,2000","170,2000","171,1500","-0,9500","-0,56","1.466.650,44","249.630.985,73","1.593.783.992,93","-70.535,81"
31/01/2024,EUR,"171,1500","171,1500","170,6300","0,5200","0,30","1.467.062,57","251.086.587,64","1.601.752.877,86","-17.015,64"
30/01/2024,EUR,"170,6300","170,6300","169,8400","0,7900","0,47","1.467.162,29","250.348.412,24","1.595.583.010,69","-173.110,88"
29/01/2024,EUR,"169,8400","169,8400","169,0500","0,7900","0,47","1.468.181,55","249.360.534,15","1.583.841.594,12","-114.780,12"
26/01/2024,EUR,"169,0500","169,0500","167,8400","1,2100","0,72","1.468.860,52","248.314.463,81","1.565.131.594,51","-230.926,91"
25/01/2024,EUR,"167,8400","167,8400","167,8000","0,0400","0,02","1.470.236,40","246.768.536,56","1.553.441.638,36","162.402,38"
24/01/2024,EUR,"167,8000","167,8000","167,3700","0,4300","0,26","1.469.268,56","246.536.436,13","1.552.282.185,47","-458.518,84"
23/01/2024,EUR,"167,3700","167,3700","167,3000","0,0700","0,04","1.472.008,12","246.368.300,66","1.544.836.301,79","-965.435,69"
22/01/2024,EUR,"167,3000","167,3000","165,8700","1,4300","0,86","1.477.778,80","247.225.270,50","1.542.745.769,63","-331.317,84"
19/01/2024,EUR,"165,8700","165,8700","165,0000","0,8700","0,53","1.479.776,26","245.452.818,47","1.528.178.855,57","-1.046.873,61"
18/01/2024,EUR,"165,0000","165,0000","165,7500","-0,7500","-0,45","1.486.090,81","246.315.587,29","1.526.110.355,26","0,00"
17/01/2024,EUR,"165,7500","165,7500","166,4100","-0,6600","-0,40","1.486.090,81","246.315.587,29","1.526.111.433,63","-183.690,95"
16/01/2024,EUR,"166,4100","166,4100","166,3300","0,0800","0,05","1.487.194,65","247.486.783,11","1.531.905.188,38","-247.814,02"
12/01/2024,EUR,"166,3300","166,3300","166,3700","-0,0400","-0,02","1.488.684,55","247.610.372,52","1.530.671.647,28","-131.967,18"
11/01/2024,EUR,"166,3700","166,3700","165,8900","0,4800","0,29","1.489.477,76","247.799.439,30","1.531.388.974,02","-280.381,87"
10/01/2024,EUR,"165,8900","165,8900","165,7900","0,1000","0,06","1.491.167,93","247.372.550,92","1.527.489.091,94","-370.282,42"
09/01/2024,EUR,"165,7900","165,7900","164,3100","1,4800","0,90","1.493.401,37","247.592.203,81","1.526.766.407,94","-451.861,80"
08/01/2024,EUR,"164,3100","164,3100","164,2300","0,0800","0,05","1.496.151,43","245.830.171,96","1.510.006.258,40","-100.620,68"
05/01/2024,EUR,"164,2300","164,2300","164,4500","-0,2200","-0,13","1.496.764,11","245.815.084,84","1.498.241.023,49","-536.749,90"
04/01/2024,EUR,"164,4500","164,4500","165,3100","-0,8600","-0,52","1.500.028,02","246.684.696,90","1.495.247.109,16","39.658,89"
03/01/2024,EUR,"165,3100","165,3100","165,6300","-0,3200","-0,19","1.499.788,11","247.925.638,48","1.501.252.226,82","138.257,68"
02/01/2024,EUR,"165,6300","165,6300","165,6300","0,0000","0,00","1.498.953,37","248.277.543,72","1.503.559.705,95","88.972,99"
29/12/2023,EUR,"165,6300","165,6300","165,0400","0,5900","0,36","1.498.416,19","248.175.763,16","1.501.432.991,97","-18.649,96"
28/12/2023,EUR,"165,0400","165,0400","165,2300","-0,1900","-0,11","1.498.529,20","247.314.779,54","1.495.976.438,84","-129.757,64"
27/12/2023,EUR,"165,2300","165,2300","164,6300","0,6000","0,36","1.499.314,51","247.737.328,98","1.497.414.022,91","-700.820,70"
22/12/2023,EUR,"164,6300","164,6300","164,0500","0,5800","0,35","1.503.571,45","247.534.401,87","1.492.459.985,89","-242.630,76"
21/12/2023,EUR,"164,0500","164,0500","164,9900","-0,9400","-0,57","1.505.050,46","246.902.406,58","1.487.015.909,14","-493.910,74"
20/12/2023,EUR,"164,9900","164,9900","164,2100","0,7800","0,48","1.508.044,04","248.808.914,20","1.491.283.966,28","-239.993,85"
19/12/2023,EUR,"164,2100","164,2100","163,6600","0,5500","0,34",,,,
18/12/2023,EUR,"163,6600","163,6600","163,6400","0,0200","0,01","1.510.839,31","247.267.361,68","1.466.393.251,99","-97.738,15"
15/12/2023,EUR,"163,6400","163,6400","163,4700","0,1700","0,10","1.511.436,59","247.333.400,15","1.473.959.903,98","-304.600,41"
14/12/2023,EUR,"163,4700","163,4700","162,8200","0,6500","0,40","1.513.299,93","247.386.480,43","1.483.749.684,30","-82.663,03"
13/12/2023,EUR,"162,8200","162,8200","162,4900","0,3300","0,20","1.513.807,62","246.473.042,92","1.476.757.092,41","52.650,77"
12/12/2023,EUR,"162,4900","162,4900","162,1800","0,3100","0,19","1.513.483,60","245.928.050,45","1.472.961.302,70","31.570,22"
11/12/2023,EUR,"162,1800","162,1800","161,6200","0,5600","0,35","1.513.288,94","245.428.722,81","1.469.283.368,09","47.824,28"
08/12/2023,EUR,"161,6200","161,6200","161,2900","0,3300","0,20","1.512.993,03","244.529.400,30","1.463.517.207,07","-261.783,21"
07/12/2023,EUR,"161,2900","161,2900","161,6400","-0,3500","-0,22","1.514.616,09","244.285.144,22","1.461.282.236,74","39.299,69"
06/12/2023,EUR,"161,6400","161,6400","160,6500","0,9900","0,62","1.514.372,96","244.788.405,73","1.464.313.722,38","-125.605,50"
05/12/2023,EUR,"160,6500","160,6500","160,7100","-0,0600","-0,04","1.515.154,82","243.412.961,51","1.454.896.559,29","-92.463,86"
04/12/2023,EUR,"160,7100","160,7100","159,9400","0,7700","0,48","1.515.730,16","243.586.848,74","1.454.338.452,78","-137.553,17"
01/12/2023,EUR,"159,9400","159,9400","158,8600","1,0800","0,68","1.516.590,19","242.570.003,91","1.446.369.457,75","-58.176,13"
30/11/2023,EUR,"158,8600","158,8600","158,0800","0,7800","0,49","1.516.956,40","240.979.156,89","1.430.177.943,78","175.328,84"
29/11/2023,EUR,"158,0800","158,0800","157,9100","0,1700","0,11","1.515.847,29","239.621.692,79","1.422.190.061,26","35.314,75"
28/11/2023,EUR,"157,9100","157,9100","158,0200","-0,1100","-0,07","1.515.623,65","239.331.849,21","1.418.457.881,49","-29.985,10"
27/11/2023,EUR,"158,0200","158,0200","158,5500","-0,5300","-0,33","1.515.813,41","239.534.107,37","1.419.091.571,20","-188.827,50"
24/11/2023,EUR,"158,5500","158,5500","157,9700","0,5800","0,37","1.517.630,55","239.738.383,58","1.417.944.751,37","0,00"
22/11/2023,EUR,"157,9700","157,9700","157,6600","0,3100","0,20","1.517.630,55","239.738.383,58","1.417.944.751,37","-90.401,50"
21/11/2023,EUR,"157,6600","157,6600","157,4200","0,2400","0,15","1.518.203,95","239.353.776,35","1.414.923.569,52","-49.628,25"
20/11/2023,EUR,"157,4200","157,4200",,,,"1.518.519,21","239.048.407,19","1.412.069.331,94","-287.705,66"
17/11/2023,EUR,"158,2700","158,2700","157,4700","0,8000","0,51","1.520.337,02","240.620.410,48","1.418.892.643,37","-49.453,58"
16/11/2023,EUR,"157,4700","157,4700","157,4700","0,0000","0,00","1.520.651,08","239.463.445,70","1.409.988.704,23","-238.493,25"
15/11/2023,EUR,"157,4700","157,4700","156,2500","1,2200","0,78","1.522.165,61","239.691.811,65","1.410.025.123,86","-213.755,85"
14/11/2023,EUR,"156,2500","156,2500","156,2200","0,0300","0,02","1.523.533,65","238.055.891,39","1.399.167.608,62","97.843,80"
13/11/2023,EUR,"156,2200","156,2200","155,1600","1,0600","0,68","1.522.907,33","237.912.287,38","1.398.379.012,46","-125.401,23"
10/11/2023,EUR,"155,1600","155,1600","155,6200","-0,4600","-0,30","1.523.715,53","236.423.373,68","1.388.451.625,56","-641.817,96"
09/11/2023,EUR,"155,6200","155,6200","155,2200","0,4000","0,26","1.527.839,80","237.756.071,44","1.392.810.234,38","-207.961,98"
08/11/2023,EUR,"155,2200","155,2200","155,4400","-0,2200","-0,14","1.529.179,58","237.364.915,09","1.388.791.730,12","23.987,85"
07/11/2023,EUR,"155,4400","155,4400","155,2600","0,1800","0,12","1.529.025,26","237.668.662,42","1.390.557.340,65","-11.392,73"
06/11/2023,EUR,"155,2600","155,2600","154,6800","0,5800","0,37","1.529.098,64","237.414.343,07","1.387.241.456,58","-48.240,47"
03/11/2023,EUR,"154,6800","154,6800","153,3000","1,3800","0,90","1.529.410,51","236.563.165,15","1.383.391.461,36","67.461,77"
02/11/2023,EUR,"153,3000","153,3000","150,1400","3,1600","2,10","1.528.970,45","234.391.164,89","1.370.169.068,25","-205.854,84"
31/10/2023,EUR,"150,1400","150,1400","149,9200","0,2200","0,15","1.530.341,53","229.771.870,44","1.340.909.291,55","-26.937,77"
30/10/2023,EUR,"149,9200","149,9200","150,7800","-0,8600","-0,57","1.530.521,21","229.456.718,59","1.339.025.194,64","0,00"
27/10/2023,EUR,"150,7800","150,7800","150,9700","-0,1900","-0,13","1.530.072,99","230.708.514,49","1.345.676.139,72","-245.691,23"
26/10/2023,EUR,"150,9700","150,9700","152,3900","-1,4200","-0,93","1.531.700,41","231.237.304,30","1.344.336.386,42","-244.588,58"
25/10/2023,EUR,"152,3900","152,3900","151,1400","1,2500","0,83","1.533.305,43","233.663.729,06","1.356.938.767,77","335.638,92"
24/10/2023,EUR,"151,1400","151,1400","151,4400","-0,3000","-0,20","1.531.084,71","231.412.549,90","1.344.566.533,43","-233.197,49"
23/10/2023,EUR,"151,4400","151,4400","152,9700","-1,5300","-1,00","1.532.624,58","232.108.142,51","1.347.510.578,18","-657.433,54"
20/10/2023,EUR,"152,9700","152,9700","154,6500","-1,6800","-1,09","1.536.922,37","235.102.121,61","1.361.379.118,02","-263.531,40"
19/10/2023,EUR,"154,6500","154,6500","156,7600","-2,1100","-1,35","1.538.626,42","237.954.242,95","1.375.584.539,63","-602.173,50"
18/10/2023,EUR,"156,7600","156,7600","157,1600","-0,4000","-0,25","1.542.467,79","241.795.429,05","1.394.106.321,17","-8.104,16"
17/10/2023,EUR,"157,1600","157,1600","156,2700","0,8900","0,57","1.542.519,36","242.421.159,04","1.395.698.550,77","161.160,21"
16/10/2023,EUR,"156,2700","156,2700","157,2300","-0,9600","-0,61","1.541.488,07","240.895.570,50","1.387.183.834,98","-199.901,61"
13/10/2023,EUR,"157,2300","157,2300","157,9600","-0,7300","-0,46","1.542.759,46","242.569.487,10","1.394.985.597,23","-72.272,74"
12/10/2023,EUR,"157,9600","157,9600","156,9400","1,0200","0,65","1.543.217,00","243.764.463,20","1.401.644.063,33","-231.446,54"
11/10/2023,EUR,"156,9400","156,9400","156,1600","0,7800","0,50","1.544.691,75","242.428.983,93","1.392.038.678,38","78.417,43"
10/10/2023,EUR,"156,1600","156,1600","154,4100","1,7500","1,13","1.544.189,59","241.139.456,44","1.384.412.821,05","-25.046,38"
06/10/2023,EUR,"154,4100","154,4100","154,7300","-0,3200","-0,21","1.544.351,79","238.467.802,92","1.368.489.544,03","127.677,10"
05/10/2023,EUR,"154,7300","154,7300","153,8600","0,8700","0,57","1.543.526,63","238.824.821,68","1.369.955.595,57","-82.277,60"
04/10/2023,EUR,"153,8600","153,8600","156,3800","-2,5200","-1,61","1.544.061,39","237.562.190,73","1.360.746.512,99","-39.669,99"
02/10/2023,EUR,"156,3800","156,3800","156,5900","-0,2100","-0,13","1.544.315,07","241.500.048,80","1.382.268.185,19","0,00"
29/09/2023,EUR,"156,5900","156,5900","156,5000","0,0900","0,06","1.545.243,51","241.964.798,99","1.383.474.570,00","95.049,19"
28/09/2023,EUR,"156,5000","156,5000","156,6300","-0,1300","-0,08","1.544.636,17","241.738.085,83","1.382.972.280,74","-1.000.464,52"
27/09/2023,EUR,"156,6300","156,6300","157,1100","-0,4800","-0,31","1.551.023,60","242.938.753,19","1.381.933.729,55","87.940,69"
26/09/2023,EUR,"157,1100","157,1100","157,0000","0,1100","0,07","1.550.463,87","243.594.726,15","1.385.856.533,72","-100.119,27"
25/09/2023,EUR,"157,0000","157,0000","157,2200","-0,2200","-0,14","1.551.101,57","243.524.120,27","1.384.498.796,34","-262.058,94"
22/09/2023,EUR,"157,2200","157,2200","158,6500","-1,4300","-0,90","1.552.768,40","244.123.261,06","1.386.033.908,61","-99.963,51"
21/09/2023,EUR,"158,6500","158,6500","159,4100","-0,7600","-0,48","1.553.398,48","246.440.062,53","1.398.699.355,17","-87.119,40"
20/09/2023,EUR,"159,4100","159,4100","159,8400","-0,4300","-0,27","1.553.945,00","247.720.838,38","1.405.262.113,17","-184.801,25"
19/09/2023,EUR,"159,8400","159,8400","160,2400","-0,4000","-0,25","1.555.101,16","248.564.902,31","1.392.779.616,64","-47.275,52"
18/09/2023,EUR,"160,2400","160,2400","161,6900","-1,4500","-0,90","1.555.396,19","249.233.651,14","1.394.624.601,99","-43.055,52"
15/09/2023,EUR,"161,6900","161,6900","159,4600","2,2300","1,40","1.555.662,48","251.539.053,30","1.406.847.690,82","-88.479,08"
14/09/2023,EUR,"159,4600","159,4600","158,7500","0,7100","0,45","1.556.217,34","248.155.757,91","1.387.581.459,31","77.158,53"
13/09/2023,EUR,"158,7500","158,7500","159,7700","-1,0200","-0,64","1.555.731,30","246.967.544,33","1.381.466.296,10","56.755,62"
12/09/2023,EUR,"159,7700","159,7700","158,9000","0,8700","0,55","1.555.376,07","248.506.614,80","1.390.453.069,53","-122.128,24"
11/09/2023,EUR,"158,9000","158,9000","158,4400","0,4600","0,29","1.556.144,66","247.274.631,98","1.382.666.906,59","-7.382,54"
08/09/2023,EUR,"158,4400","158,4400","159,0800","-0,6400","-0,40","1.556.191,25","246.556.004,94","1.378.183.783,08","-124.928,04"
07/09/2023,EUR,"159,0800","159,0800","159,4300","-0,3500","-0,22","1.556.976,57","247.676.092,64","1.383.419.767,45","-123.925,67"
06/09/2023,EUR,"159,4300","159,4300","159,8800","-0,4500","-0,28","1.557.753,87","248.350.159,87","1.385.438.420,49","7.396,46"
05/09/2023,EUR,"159,8800","159,8800","159,2000","0,6800","0,43","1.557.707,61","249.047.924,22","1.387.901.412,40","-20.713,95"
01/09/2023,EUR,"159,2000","159,2000","158,9700","0,2300","0,14","1.557.837,72","248.000.033,76","1.380.645.336,75","-7.512,50"
31/08/2023,EUR,"158,9700","158,9700","158,4800","0,4900","0,31","1.557.884,98","247.662.818,89","1.376.876.513,69","48.428,97"
30/08/2023,EUR,"158,4800","158,4800","157,4000","1,0800","0,69","1.557.579,40","246.840.808,26","1.372.815.291,38","70.823,52"
29/08/2023,EUR,"157,4000","157,4000","156,6800","0,7200","0,46","1.557.129,44","245.087.273,04","1.362.521.863,54","30.463,88"
28/08/2023,EUR,"156,6800","156,6800","156,1200","0,5600","0,36","1.556.935,00","243.937.516,90","1.352.896.239,47","5.910,69"
25/08/2023,EUR,"156,1200","156,1200","156,8100","-0,6900","-0,44","1.556.897,14","243.065.991,40","1.349.033.678,75","-84.959,62"
24/08/2023,EUR,"156,8100","156,8100","156,0000","0,8100","0,52","1.557.438,94","244.221.139,20","1.354.513.956,75","-8.815,90"
23/08/2023,EUR,"156,0000","156,0000","155,0700","0,9300","0,60","1.557.904,50","241.584.667,86","1.340.177.002,95","0,00"
22/08/2023,EUR,"155,0700","155,0700","154,2700","0,8000","0,52","1.557.904,50","241.584.667,86","1.340.177.002,95","45.619,44"
21/08/2023,EUR,"154,2700","154,2700","154,4200","-0,1500","-0,10","1.557.608,79","240.285.806,72","1.332.270.937,56","31.510,16"
18/08/2023,EUR,"154,4200","154,4200","155,3700","-0,9500","-0,61","1.557.404,74","240.488.139,45","1.333.891.093,22","86.208,32"
17/08/2023,EUR,"155,3700","155,3700","156,0100","-0,6400","-0,41","1.556.849,88","241.891.327,22","1.340.499.245,44","0,00"
16/08/2023,EUR,"156,0100","156,0100","156,6200","-0,6100","-0,39","1.556.760,37","242.866.912,18","1.345.172.452,95","122.160,78"
14/08/2023,EUR,"156,6200","156,6200","156,9900","-0,3700","-0,24","1.555.980,39","243.692.321,78","1.350.032.841,31","64.381,21"
11/08/2023,EUR,"156,9900","156,9900","157,0300","-0,0400","-0,03","1.555.570,29","244.213.582,57","1.353.214.113,94","162.931,67"
10/08/2023,EUR,"157,0300","157,0300","157,6200","-0,5900","-0,37","1.554.532,71","244.101.730,57","1.353.419.115,58","-96.804,07"
09/08/2023,EUR,"157,6200","157,6200","157,5000","0,1200","0,08","1.555.146,87","245.127.622,33","1.358.492.226,30","-29.897,03"
08/08/2023,EUR,"157,5000","157,5000","156,8200","0,6800","0,43","1.555.336,69","244.972.583,61","1.357.112.378,26","-18.747,01"
07/08/2023,EUR,"156,8200","156,8200","157,1700","-0,3500","-0,22","1.555.456,24","243.920.797,44","1.350.932.361,97","291.010,55"
04/08/2023,EUR,"157,1700","157,1700","157,2200","-0,0500","-0,03","1.553.604,67","244.172.494,59","1.352.963.013,26","21.755,06"
03/08/2023,EUR,"157,2200","157,2200","158,8500","-1,6300","-1,03","1.553.466,30","244.234.079,63","1.351.868.864,57","-141.507,48"
02/08/2023,EUR,"158,8500","158,8500","160,5900","-1,7400","-1,08","1.554.357,12","246.913.648,71","1.364.590.661,44","-61.278,01"
01/08/2023,EUR,"160,5900","160,5900","160,2400","0,3500","0,22","1.554.738,70","249.677.989,37","1.378.732.397,03","12.351,75"
31/07/2023,EUR,"160,2400","160,2400","159,6700","0,5700","0,36","1.554.661,62","249.123.158,79","1.374.407.168,46","-41.388,10"
28/07/2023,EUR,"159,6700","159,6700","158,7100","0,9600","0,60","1.554.920,83","248.272.643,12","1.369.364.536,97","97.713,81"
27/07/2023,EUR,"158,7100","158,7100","158,7400","-0,0300","-0,02","1.554.305,16","246.681.189,49","1.360.372.253,06","-27.864,87"
26/07/2023,EUR,"158,7400","158,7400","158,3100","0,4300","0,27","1.554.480,70","246.758.557,73","1.358.236.757,82","0,00"
25/07/2023,EUR,"158,3100","158,3100","157,8600","0,4500","0,29","1.553.903,05","245.999.727,60","1.354.196.464,46","-53.228,95"
24/07/2023,EUR,"157,8600","157,8600","156,9800","0,8800","0,56","1.554.240,24","245.344.634,57","1.349.673.709,55","68.736,01"
21/07/2023,EUR,"156,9800","156,9800","157,3200","-0,3400","-0,22","1.553.802,38","243.922.462,22","1.341.715.772,60","-149.217,05"
20/07/2023,EUR,"157,3200","157,3200","157,0900","0,2300","0,15","1.554.750,87","244.598.191,78","1.344.278.910,35","84.001,46"
19/07/2023,EUR,"157,0900","157,0900","155,9700","1,1200","0,72","1.554.216,13","244.148.771,44","1.341.740.768,13","-58.179,75"
18/07/2023,EUR,"155,9700","155,9700","155,6000","0,3700","0,24","1.554.589,15","242.469.051,05","1.330.838.494,08","43.836,77"
17/07/2023,EUR,"155,6000","155,6000","155,8400","-0,2400","-0,15","1.554.307,43","241.855.237,32","1.327.734.511,97","-53.310,03"
14/07/2023,EUR,"155,8400","155,8400","155,3000","0,5400","0,35","1.554.649,51","242.283.326,30","1.329.087.991,29","126.190,88"
13/07/2023,EUR,"155,3000","155,3000","154,7700","0,5300","0,34","1.553.836,95","241.315.537,54","1.323.829.070,45","-11.638,05"
12/07/2023,EUR,"154,7700","154,7700","153,7800","0,9900","0,64","1.553.912,14","240.497.547,27","1.319.250.563,59","25.186,99"
11/07/2023,EUR,"153,7800","153,7800","153,8500","-0,0700","-0,05","1.553.748,36","238.936.527,17","1.317.227.762,84","-155.040,02"
10/07/2023,EUR,"153,8500","153,8500","154,6900","-0,8400","-0,54","1.554.756,09","239.194.234,00","1.316.060.334,78","-108.444,57"
07/07/2023,EUR,"154,6900","154,6900","156,5000","-1,8100","-1,16","1.555.457,14","240.611.557,40","1.323.201.352,89","619.705,66"
06/07/2023,EUR,"156,5000","156,5000",,,,"1.551.497,36","242.804.986,82","1.337.723.635,05","1.434,96"
05/07/2023,EUR,"157,4400","157,4400","157,7000","-0,2600","-0,16","1.551.488,24","244.268.275,18","1.344.951.096,46","183.289,33"
03/07/2023,EUR,"157,7000","157,7000","156,6000","1,1000","0,70",,,,
30/06/2023,EUR,"156,6000","156,6000","155,6500","0,9500","0,61","1.549.255,72","242.607.584,88","1.329.568.776,35","-62.667,17"
29/06/2023,EUR,"155,6500","155,6500","155,2900","0,3600","0,23","1.549.658,33","241.206.453,17","1.321.276.868,49","-183.891,42"
28/06/2023,EUR,"155,2900","155,2900","153,9500","1,3400","0,87","1.550.842,51","240.827.296,65","1.313.324.866,52","-17.523,98"
27/06/2023,EUR,"153,9500","153,9500","154,8200","-0,8700","-0,56","1.550.956,34","238.775.625,08","1.302.076.639,50","13.798,96"
26/06/2023,EUR,"154,8200","154,8200","155,0500","-0,2300","-0,15","1.550.867,21","240.103.318,78","1.309.204.059,86","126.771,47"
22/06/2023,EUR,"155,0500","155,0500","156,8900","-1,8400","-1,17","1.550.049,60","240.340.205,57","1.310.602.767,79","-229.299,46"
21/06/2023,EUR,"156,8900","156,8900","157,1200","-0,2300","-0,15","1.551.511,13","243.416.692,14","1.325.503.892,99","-104.630,53"
20/06/2023,EUR,"157,1200","157,1200","158,0800","-0,9600","-0,61","1.552.177,05","243.874.595,17","1.326.773.783,10","-46.286,09"
16/06/2023,EUR,"158,0800","158,0800","157,9200","0,1600","0,10","1.552.469,85","245.414.567,59","1.332.843.435,38","90.580,93"
15/06/2023,EUR,"157,9200","157,9200","158,2400","-0,3200","-0,20","1.551.896,27","245.068.963,92","1.331.127.546,10","-46.412,50"
14/06/2023,EUR,"158,2400","158,2400","156,9100","1,3300","0,85","1.552.189,57","245.621.300,28","1.334.070.654,43","69.259,31"
13/06/2023,EUR,"156,9100","156,9100","156,2500","0,6600","0,42","1.551.748,18","243.488.988,01","1.322.000.567,36","-30.844,86"
12/06/2023,EUR,"156,2500","156,2500","155,7300","0,5200","0,33","1.551.945,58","242.489.813,45","1.317.067.304,09","23.142,05"
09/06/2023,EUR,"155,7300","155,7300","155,9500","-0,2200","-0,14","1.551.796,98","241.655.888,68","1.312.821.663,07","165.706,17"
07/06/2023,EUR,"155,9500","155,9500","155,8500","0,1000","0,06","1.550.734,42","241.830.848,06","1.314.240.316,95","-44.463,43"
06/06/2023,EUR,"155,8500","155,8500","155,5600","0,2900","0,19","1.551.019,72","241.724.254,52","1.312.537.673,29","157.500,76"
05/06/2023,EUR,"155,5600","155,5600","153,4700","2,0900","1,36","1.550.007,24","241.120.106,33","1.320.294.441,26","332.665,72"
02/06/2023,EUR,"153,4700","153,4700","152,9000","0,5700","0,37","1.547.839,61","237.553.978,99","1.301.915.321,61","-68.178,02"
01/06/2023,EUR,"152,9000","152,9000","153,4200","-0,5200","-0,34","1.548.285,51","236.730.636,09","1.295.901.116,92","-131.483,63"
31/05/2023,EUR,"153,4200","153,4200","153,8600","-0,4400","-0,29","1.549.312,71","238.383.277,87","1.303.238.836,03","0,00"
30/05/2023,EUR,"153,8600","153,8600","152,1600","1,7000","1,12","1.549.312,71","238.383.277,87","1.303.238.836,03","69.069,33"
26/05/2023,EUR,"152,1600","152,1600","151,5700","0,5900","0,39","1.548.858,78","235.669.748,08","1.286.000.056,98","-155.995,77"
25/05/2023,EUR,"151,5700","151,5700","152,1000","-0,5300","-0,35","1.549.887,98","234.923.879,27","1.281.915.118,32","67.412,85"
24/05/2023,EUR,"152,1000","152,1000","153,4300","-1,3300","-0,87","1.549.444,77","235.673.568,01","1.285.752.265,48","101.502,83"
23/05/2023,EUR,"153,4300","153,4300","153,6700","-0,2400","-0,16","1.548.783,21","237.622.966,73","1.296.651.557,62","-259.172,92"
22/05/2023,EUR,"153,6700","153,6700","153,7500","-0,0800","-0,05","1.550.469,77","238.266.195,48","1.298.554.071,35","-44.506,81"
19/05/2023,EUR,"153,7500","153,7500","151,7700","1,9800","1,30","1.550.759,24","238.421.742,24","1.298.882.149,09","-7.501,41"
17/05/2023,EUR,"151,7700","151,7700","151,8200","-0,0500","-0,03","1.550.808,67","235.360.802,60","1.282.014.623,33","-14.016,17"
16/05/2023,EUR,"151,8200","151,8200","151,7400","0,0800","0,05","1.550.900,99","235.457.311,01","1.286.803.624,15","47.236,32"
15/05/2023,EUR,"151,7400","151,7400","151,5400","0,2000","0,13","1.550.589,69","235.278.844,89","1.285.960.000,51","42.169,66"
12/05/2023,EUR,"151,5400","151,5400","151,1900","0,3500","0,23","1.550.311,42","234.931.100,87","1.284.509.902,49","30.613,00"
11/05/2023,EUR,"151,1900","151,1900","150,4800","0,7100","0,47","1.550.108,94","234.368.630,81","1.282.740.532,53","-111.660,40"
10/05/2023,EUR,"150,4800","150,4800","150,1300","0,3500","0,23","1.550.850,97","233.373.336,93","1.276.150.404,82","-11.927,71"
08/05/2023,EUR,"150,1300","150,1300","148,8600","1,2700","0,85","1.550.930,42","232.837.538,42","1.273.095.555,17","20.699,03"
05/05/2023,EUR,"148,8600","148,8600","148,7100","0,1500","0,10","1.550.791,37","230.848.652,99","1.262.223.206,62","126.340,63"
